Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Special issue on Current trends in research on software agents and agent-based software systems","Autonomous Agents and Multi-Agent Systems","","35","2","10.1007/s10458-021-09510-0","Matteo BaldoniFederico BergentiAmal El Fallah SeghrouchniMichael Winikoff","2021","http://link.springer.com/article/10.1007/s10458-021-09510-0","Article"
"Design and Development of Artificial Intelligence Knowledge Processing System for Optimizing Security of Software System","SN Computer Science","","4","4","10.1007/s42979-023-01785-2","Raghavendra Rao AltharDebabrata SamantaSathvik PurushothamSandeep Singh SengarChaminda Hewage","2023","http://link.springer.com/article/10.1007/s42979-023-01785-2","Article"
"Graphic modeling in Distributed Autonomous and Asynchronous Automata (DA3)","Software and Systems Modeling","","21","1","10.1007/s10270-021-00917-7","Wiktor B. Daszczuk","2022","http://link.springer.com/article/10.1007/s10270-021-00917-7","Article"
"Formal testing of timed graph transformation systems using metric temporal graph logic","International Journal on Software Tools for Technology Transfer","","23","3","10.1007/s10009-020-00585-w","Sven SchneiderMaria MaximovaLucas SakizloglouHolger Giese","2021","http://link.springer.com/article/10.1007/s10009-020-00585-w","Article"
"Planning-based security testing of web applications with attack grammars","Software Quality Journal","","28","1","10.1007/s11219-019-09469-y","Josip BozicFranz Wotawa","2020","http://link.springer.com/article/10.1007/s11219-019-09469-y","Article"
"From parametric trace slicing to rule systems","International Journal on Software Tools for Technology Transfer","","23","2","10.1007/s10009-021-00608-0","Giles RegerDavid Rydeheard","2021","http://link.springer.com/article/10.1007/s10009-021-00608-0","Article"
"How to model and prove hybrid systems with KeYmaera: a tutorial on safety","International Journal on Software Tools for Technology Transfer","","18","1","10.1007/s10009-015-0367-0","Jan-David QueselStefan MitschSarah LoosNikos AréchigaAndré Platzer","2016","http://link.springer.com/article/10.1007/s10009-015-0367-0","Article"
"Data Analytics in Healthcare: A Tertiary Study","SN Computer Science","","4","1","10.1007/s42979-022-01507-0","Toni TaipalusVille IsomöttönenHanna ErkkiläSami Äyrämö","2022","http://link.springer.com/article/10.1007/s42979-022-01507-0","Article"
"The PANDA Framework for Hierarchical Planning","KI - Künstliche Intelligenz","","35","3 - 4","10.1007/s13218-020-00699-y","Daniel HöllerGregor BehnkePascal BercherSusanne Biundo","2021","http://link.springer.com/article/10.1007/s13218-020-00699-y","Article"
"Multidimensional Feature Selection and High Performance ParalleX","SN Computer Science","","1","1","10.1007/s42979-019-0037-5","Karol NiedzielewskiMaciej E. MarchwianyRadoslaw PiliszekMarek MichalewiczWitold Rudnicki","2019","http://link.springer.com/article/10.1007/s42979-019-0037-5","Article"
"Gamification Strategies: A Characterization Using Formal Argumentation Theory","SN Computer Science","","3","4","10.1007/s42979-022-01164-3","Esteban GuerreroPanu Kalmi","2022","http://link.springer.com/article/10.1007/s42979-022-01164-3","Article"
"Portable Node-Level Parallelism for the PGAS Model","International Journal of Parallel Programming","","49","6","10.1007/s10766-021-00718-x","Pascal JungblutKarl Fürlinger","2021","http://link.springer.com/article/10.1007/s10766-021-00718-x","Article"
"Stencil Calculations with Algorithmic Skeletons for Heterogeneous Computing Environments","International Journal of Parallel Programming","","50","5 - 6","10.1007/s10766-022-00735-4","Nina HerrmannBreno A. de Melo MenezesHerbert Kuchen","2022","http://link.springer.com/article/10.1007/s10766-022-00735-4","Article"
"Real-time multi-agent systems: rationality, formal model, and empirical results","Autonomous Agents and Multi-Agent Systems","","35","1","10.1007/s10458-020-09492-5","Davide CalvaresiYashin Dicente CidMauro MarinoniAldo Franco DragoniAmro NajjarMichael Schumacher","2021","http://link.springer.com/article/10.1007/s10458-020-09492-5","Article"
"Code Generation by Example Using Symbolic Machine Learning","SN Computer Science","","4","2","10.1007/s42979-022-01573-4","Kevin LanoQiaomu Xue","2023","http://link.springer.com/article/10.1007/s42979-022-01573-4","Article"
"High-Level Parallel Ant Colony Optimization with Algorithmic Skeletons","International Journal of Parallel Programming","","49","6","10.1007/s10766-021-00714-1","Breno A. de Melo MenezesNina HerrmannHerbert KuchenFernando Buarque de Lima Neto","2021","http://link.springer.com/article/10.1007/s10766-021-00714-1","Article"
"Automatic Detection and Decryption of AES Using Dynamic Analysis","SN Computer Science","","3","5","10.1007/s42979-022-01222-w","Josef KokešJonatan MatějkaRóbert Lórencz","2022","http://link.springer.com/article/10.1007/s42979-022-01222-w","Article"
"Formal verification of neural agents in non-deterministic environments","Autonomous Agents and Multi-Agent Systems","","36","1","10.1007/s10458-021-09529-3","Michael E. AkintundeElena BotoevaPanagiotis KouvarosAlessio Lomuscio","2021","http://link.springer.com/article/10.1007/s10458-021-09529-3","Article"
"Card-Based Cryptography Meets Formal Verification","New Generation Computing","","39","1","10.1007/s00354-020-00120-0","Alexander KochMichael SchremppMichael Kirsten","2021","http://link.springer.com/article/10.1007/s00354-020-00120-0","Article"
"Refactoring GrPPI: Generic Refactoring for Generic Parallelism in C++","International Journal of Parallel Programming","","48","4","10.1007/s10766-020-00667-x","Christopher BrownVladimir JanjicAdam D. BarwellJ. Daniel GarciaKenneth MacKenzie","2020","http://link.springer.com/article/10.1007/s10766-020-00667-x","Article"
